position,artist_name,song_name,days,top_10_x_times,peak_position,peak_position_x_times,peak_streams,total_streams,track_name,artists_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
1020,Charlie Puth ,Left and Right (Feat. Jung Kook of BTS),139,1,8,0,983052,50440183,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,D,Major,88,72,59,62,0,9,3,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
1037,Stephanie Beatriz ,The Family Madrigal,115,1,10,0,658350,49436537,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,Not Found
1418,Billie Eilish ,TV,103,1,8,0,869763,33410882,TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318
1573,Lil Baby ,Right On,91,1,6,0,740715,29180138,Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa
1993,BTS ,Permission to Dance,51,1,6,0,1033060,20309040,Permission to Dance,BTS,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8
2211,SZA ,Snooze,20,1,9,0,1936152,16647244,Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,F,Major,56,39,55,14,0,11,13,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2345,SZA ,SOS,19,1,2,(x1),2414716,14996085,SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2427,Lil Baby ,California Breeze,37,1,6,0,1010484,14145607,California Breeze,Lil Baby,1,2022,10,14,991,0,85559365,36,38,13,0,3,162,F,Minor,74,22,67,0,0,11,46,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695
2634,Morgan Wallen ,One Thing At A Time,25,1,7,0,1369845,12019234,One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
2710,Tyga ,Freaky Deaky,35,1,9,0,621383,11406306,Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef
3261,BTS ,Yet To Come,17,1,10,0,1015568,7462911,Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
3593,The Weeknd ,Dawn FM,10,1,3,(x1),1749943,5795533,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
3660,Linkin Park ,In The End,19,1,8,0,931080,5582847,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
3685,Coolio ,Gangsta's Paradise,17,1,6,0,862057,5464429,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc
3694,Nicki Minaj ,Bussin,15,1,10,0,763327,5389017,Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,https://i.scdn.co/image/ab67616d0000b2738c10ac7c3a733632833c3d88
27,Joji ,SLOW DANCING IN THE DARK,1496,0,26,0,661274,437333177,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2
35,The Neighbourhood ,Sweater Weather,1050,0,12,0,671844,400804036,Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485,166,87,"1,056",1,,124,A#,Major,61,41,81,5,2,10,3,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
65,James Arthur ,Say You Won't Let Go,1083,0,14,0,664830,315132103,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab
128,Steve Lacy ,Dark Red,513,0,11,0,649193,249198471,Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
153,The Killers ,Mr. Brightside,877,0,35,0,407790,232977345,Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
156,Arctic Monkeys ,505,692,0,13,0,510329,231800625,505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,https://i.scdn.co/image/ab67616d0000b2730c8ac83035e9588e8ad34b90
173,Lewis Capaldi ,Before You Go,672,0,39,0,558202,211623667,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4
188,Kendrick Lamar ,Money Trees,726,0,38,0,481011,203375167,Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10,https://i.scdn.co/image/ab67616d0000b273d28d2ebdedb220e479743797
213,The Neighbourhood ,Daddy Issues,705,0,50,0,359758,192551331,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685
231,Ed Sheeran ,Perfect,488,0,11,0,931316,180975541,Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
240,Surf Curse ,Freaks,556,0,29,0,466842,178535641,Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f
262,Tate McRae ,you broke me first,503,0,16,0,664700,172703722,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4
269,"Tyler, The Creator ",See You Again,565,0,24,0,499844,168256802,See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,311,79,F#,Major,56,58,56,37,0,11,10,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
312,Beach House ,Space Song,549,0,55,0,434347,151348745,Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab
353,Doja Cat ,Get Into It (Yuh),391,0,16,0,751498,138640495,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
360,Kanye West ,Heartless,439,0,38,0,463393,137403023,Heartless,Kanye West,1,2008,1,1,17504,34,887906111,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
397,Farruko ,Pepas,337,0,16,0,696956,127483860,Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad
398,Justin Bieber ,Mistletoe,295,0,13,0,1898014,127188550,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86
401,Vance Joy ,Riptide,753,0,12,0,273070,126349492,Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,C#,Major,48,50,73,43,0,15,4,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
421,XXXTENTACION ,Revenge,412,0,16,0,1119765,120698497,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5
433,Kanye West ,Bound 2,361,0,20,0,606925,118764637,Bound 2,Kanye West,1,2013,1,1,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9
450,Eminem ,'Till I Collapse,771,0,41,0,431726,114132725,'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
455,Playboi Carti ,Sky,361,0,25,0,583880,113291304,Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb
465,WILLOW ,Wait a Minute!,384,0,12,0,578328,111162304,Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7
466,Ed Sheeran ,Photograph,679,0,16,0,349617,111120972,Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
484,Shawn Mendes ,There's Nothing Holdin' Me Back,278,0,26,0,711457,107955518,There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521
527,Nicky Youre ,Sunroof,238,0,19,0,642413,100753638,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c
533,Lord Huron ,The Night We Met,405,0,43,0,513171,99390592,The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
536,Stephen Sanchez ,Until I Found You,229,0,27,0,538505,98647110,Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244
599,KAROL G ,PROVENZA,210,0,11,0,708235,88539867,PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
605,Bad Bunny ,Callaita,255,0,37,0,491084,87611768,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5
624,Childish Gambino ,Me and Your Mama,271,0,14,0,692793,85544703,Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea
667,Bad Bunny ,Neverita,213,0,13,0,1399198,79303751,Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
671,Ruth B. ,Dandelions,290,0,66,0,339445,79089363,Dandelions,Ruth B.,1,2017,4,28,3423,21,1116995633,41,100,59,1,32,117,C#,Major,61,45,69,2,0,9,3,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707
716,The Rare Occasions ,Notion,240,0,33,0,468246,73881354,Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,https://i.scdn.co/image/ab67616d0000b273598721fc8c9dde3f65a73a08
717,Darlene Love ,Christmas (Baby Please Come Home),127,0,14,0,2503153,73684954,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
736,Morgan Wallen ,Thought You Should Know,230,0,14,0,1392859,71563009,Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
746,Rauw Alejandro ,Todo De Ti,161,0,14,0,818279,70548618,Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,https://i.scdn.co/image/ab67616d0000b2734801828052a610b910cff795
761,The Weeknd ,Stargirl Interlude,209,0,22,0,612149,69531121,Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
770,Yung Gravy ,Betty (Get Money),149,0,15,0,680508,68763185,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937,45,2,26,0,1,102,C#,Major,73,62,75,0,0,34,8,https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069
805,Chris Brown ,Under The Influence,142,0,21,0,641846,65353666,Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,https://i.scdn.co/image/ab67616d0000b2739a494f7d8909a6cc4ceb74ac
826,Bad Bunny ,La Corriente,172,0,14,0,1395658,63877667,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,Not Found
840,Tears For Fears ,Everybody Wants To Rule The World,193,0,44,0,400855,62256647,Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235
856,CKay ,love nwantiti (ah ah ah),188,0,27,0,509139,61186051,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a
873,Bruno Mars ,Talking to the Moon,242,0,56,0,341216,59926571,Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
911,Alec Benjamin ,Let Me Down Slowly,161,0,33,0,594243,57970760,Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370
939,Steve Lacy ,Static,131,0,22,0,593606,56250712,Static,Steve Lacy,1,2022,7,15,1613,0,202452860,21,15,13,0,0,79,C#,Major,34,22,31,43,63,10,7,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
951,John Legend ,All of Me,478,0,28,0,247616,55369178,All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,77,120,G#,Major,42,33,26,92,0,13,3,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78
952,Cigarettes After Sex ,Apocalypse,170,0,42,0,402317,55292647,Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
973,Vundabar ,Alien Blues,172,0,27,0,461330,54041374,Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,https://i.scdn.co/image/ab67616d0000b273578b0e6109b76bad0821ca71
1019,Em Beihold ,Numb Little Bug,144,0,25,0,484640,50555344,Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,https://i.scdn.co/image/ab67616d0000b273dc0353a5801934f9a4bac01d
1021,Bizarrap ,"Quevedo: Bzrp Music Sessions, Vol. 52",135,0,27,0,517445,50396055,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,176,128,D,Major,62,55,78,1,3,23,4,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
1025,Eminem ,The Real Slim Shady,192,0,16,0,543319,50034425,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
1060,Imagine Dragons ,Bones,151,0,49,0,557121,48025317,Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
1076,Bad Bunny ,Yo No Soy Celoso,125,0,12,0,1565952,47047318,Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
1080,Manuel Turizo ,La Bachata,131,0,48,0,459579,46825328,La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,G,Minor,84,85,68,58,0,22,4,https://i.scdn.co/image/ab67616d0000b273c9f744b0d62da795bc21d04a
1091,Taylor Swift ,Mastermind,51,0,11,0,4450320,46196864,Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587,7,5,13,0,0,126,E,Major,66,12,35,55,0,9,14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1094,Frank Ocean ,Pink + White,175,0,69,0,376845,45987269,Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
1116,The Neighbourhood ,Softcore,142,0,37,0,430498,44951503,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40
1123,Hotel Ugly ,Shut up My Moms Calling,114,0,43,0,490267,44768357,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
1131,Duncan Laurence ,Arcade,157,0,57,0,352955,44307767,Arcade,Duncan Laurence,1,2019,3,7,6646,0,991336132,107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4,https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b
1137,girl in red ,we fell in love in october,172,0,44,0,393988,44020710,we fell in love in october,girl in red,1,2018,11,21,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a
1168,Tory Lanez ,The Color Violet,119,0,46,0,472388,42598269,The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
1177,Sia ,Snowman,100,0,28,0,1342079,42395769,Snowman,Sia,1,2017,1,1,5140,0,690104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
1179,Oliver Tree ,Life Goes On,127,0,29,0,485805,42294034,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc
1200,Taylor Swift ,Labyrinth,43,0,11,0,4770853,41557645,Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835,6,3,15,0,0,110,,Major,48,15,31,80,22,12,4,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1229,Taylor Swift ,Sweet Nothing,43,0,12,0,4464243,40294896,Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310,9,6,13,0,2,177,,Major,34,39,16,97,0,12,5,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1231,BoyWithUke ,Toxic,136,0,49,0,399425,40146871,Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0
1236,Diane Guerrero ,What Else Can I Do?,99,0,14,0,592526,40013524,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4,Not Found
1263,Bad Bunny ,Callaita,133,0,32,0,925036,38763386,Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953,162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5
1296,Mr.Kitty ,After Dark,151,0,114,0,303811,37792811,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176
1312,Demi Lovato ,Cool for the Summer,150,0,11,0,429835,37034004,Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
1316,Bad Bunny ,Otro Atardecer,115,0,22,0,1105369,36840103,Otro Atardecer,"Bad Bunny, The Mar????",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,Not Found
1328,Eminem ,Without Me,158,0,29,0,482917,36410442,Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
1336,Bad Bunny ,Un Coco,122,0,28,0,1014546,36095670,Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
1366,Beach Weather ,"Sex, Drugs, Etc.",112,0,51,0,377646,35092006,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342
1367,Bad Bunny ,Andrea,112,0,25,0,999201,35085957,Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,Not Found
1370,Jaymes Young ,Infinity,116,0,55,0,401330,35009706,Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f
1386,Meghan Trainor ,Made You Look,66,0,24,0,759300,34342321,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff
1390,OneRepublic ,Counting Stars,337,0,36,0,140997,34229004,Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb
1403,Ghost ,Mary On A Cross,86,0,27,0,564774,33860020,Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025
1414,Taylor Swift ,"Would've, Could've, Should've",48,0,14,0,1819160,33543719,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916,4,5,8,0,0,158,G,Major,48,55,84,43,0,15,12,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058
1420,Armani White ,BILLIE EILISH.,101,0,42,0,443870,33370246,BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec
1423,Marshmello ,Numb,126,0,57,0,458944,33325524,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Arctic Monkeys ,I Wanna Be Yours,105,0,67,0,375665,32996699,I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226,24,98,582,2,73,135,,Minor,48,44,42,12,2,11,3,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
1511,d4vd ,Here With Me,71,0,20,0,587499,30491119,Here With Me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,E,Major,58,27,48,50,0,12,3,https://i.scdn.co/image/ab67616d0000b27364fa1bda999f4fbd2b7c4bb7
