position,artist_name,song_name,days,top_10_x_times,peak_position,peak_position_x_times,peak_streams,total_streams,track_name,artists_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
17,Glass Animals ,Heat Waves,763,248,1,(x34),1230046,540754791,Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762,386,144,707,28,,81,B,Major,76,53,53,44,0,9,9,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
7,The Weeknd ,Blinding Lights,1100,233,1,(x11),2355059,644287953,Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
52,Harry Styles ,As It Was,273,203,1,(x40),5953134,348668080,As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493,403,198,863,46,,174,F#,Minor,52,66,73,34,0,31,6,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
39,The Weeknd ,The Hills,1243,194,1,(x6),1147436,392023505,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
23,Drake ,One Dance,772,187,1,(x103),2767175,454267392,One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
24,Olivia Rodrigo ,good 4 u,547,187,1,(x53),4974833,454100610,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
2,Juice WRLD ,Lucid Dreams,1673,178,1,(x20),2127668,864832399,Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
12,Post Malone ,Circles,1172,163,1,(x38),3441328,598521764,Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
70,Mariah Carey ,All I Want for Christmas Is You,426,162,1,(x15),3987998,312323662,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f
37,The Chainsmokers ,Closer,696,158,1,(x70),2504045,397735618,Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453
169,Bad Bunny ,Me Porto Bonito,237,154,2,(x27),1947674,217545422,Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,C#,Minor,91,43,71,9,0,9,8,Not Found
11,Kendrick Lamar ,HUMBLE.,1175,152,1,(x67),4060034,606305588,HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699
308,Hozier ,Take Me To Church,644,147,1,(x58),669026,152777306,Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2
47,The Weeknd ,Starboy,785,141,1,(x29),2070596,368997138,Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,140,186,G,Major,68,49,59,16,0,13,28,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
199,Justin Bieber ,Love Yourself,458,138,1,(x24),1333001,198773307,Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de
140,Steve Lacy ,Bad Habit,183,136,1,(x66),1691327,239087671,Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
936,Sam Smith ,I'm Not The Only One,167,124,2,(x16),488205,56402815,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,Not Found
86,Lil Nas X ,MONTERO (Call Me By Your Name),410,123,1,(x11),2378862,288187067,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
227,Ed Sheeran ,Thinking out Loud,792,118,1,(x3),665278,182153495,Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
263,Kodak Black ,Super Gremlin,346,117,2,(x9),1054999,171909115,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,https://i.scdn.co/image/ab67616d0000b2735340631eca6f127d094545c9
40,Dua Lipa ,Levitating,738,113,3,(x3),1284080,387860108,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be
97,Brenda Lee ,Rockin' Around The Christmas Tree,340,113,1,(x30),5771662,276529912,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3
75,Olivia Rodrigo ,deja vu,562,106,2,(x20),2794828,304638969,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
43,Olivia Rodrigo ,drivers license,613,99,1,(x46),6145601,381085710,drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
147,Bobby Helms ,Jingle Bell Rock,335,98,1,(x1),4516839,235335220,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17
282,Kate Bush ,Running Up That Hill (A Deal With God),182,98,1,(x30),2430143,163034803,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252
53,Ed Sheeran ,Shape of You,618,96,1,(x48),2156546,348283656,Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
76,Polo G ,RAPSTAR,519,84,1,(x22),2691084,299470033,RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,https://i.scdn.co/image/ab67616d0000b273a493e05c99d8ec5e8020ff2b
106,SZA ,Good Days,604,83,1,(x3),1387122,270125295,Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
279,Joji ,Glimpse of Us,201,83,1,(x16),2474076,163315058,Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7
208,Jack Harlow ,First Class,231,77,1,(x11),5962326,195314542,First Class,Jack Harlow,1,2022,4,8,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
260,Adele ,Easy On Me,246,73,1,(x29),5435431,173180228,Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4
107,Doja Cat ,Need To Know,460,72,3,(x3),1245936,268475081,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
171,Andy Williams ,It's the Most Wonderful Time of the Year,342,72,3,(x2),3837208,214480695,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356
261,Ariana Grande ,positions,333,69,1,(x25),2805107,172797966,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605
554,Nicki Minaj ,Super Freaky Girl,137,66,2,(x12),1573025,96391022,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc
32,Harry Styles ,Watermelon Sugar,988,65,3,(x3),1609066,409073262,Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
675,Jessica Darrow ,Surface Pressure,136,60,3,(x1),1003606,78691499,Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229
303,Masked Wolf ,Astronaut In The Ocean,290,58,4,0,1028047,155387513,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f
206,Doja Cat ,Streets,477,57,3,(x12),1024708,195884808,Streets,Doja Cat,1,2019,11,7,5728,0,865640097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,https://i.scdn.co/image/ab67616d0000b273f14aa81116510d3a6df8432b
207,Wham! ,Last Christmas,315,56,4,0,3525042,195381527,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d
211,Bruno Mars ,Leave The Door Open,400,52,2,(x3),1765144,193296752,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
317,Lizzo ,About Damn Time,243,51,3,(x1),1276164,148776441,,,,,,,,,,,,,,,,,,,,,,,,,
135,The Weeknd ,Save Your Tears,692,49,2,(x4),1465508,242055670,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
252,Ed Sheeran ,Bad Habits,350,49,7,0,1259918,174488164,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
458,d4vd ,Romantic Homicide,149,48,2,(x1),1061087,112839982,Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0
91,Dua Lipa ,Don't Start Now,646,47,4,0,1220899,284754771,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041
1755,Taylor Swift ,Shake It Off,56,45,1,(x41),619815,24714054,Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
542,Drake ,Rich Flex,55,43,1,(x28),5389787,97928728,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
31,Lewis Capaldi ,Someone You Loved,952,40,5,0,1118953,410725370,Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,"1,800",0,,110,C#,Major,50,45,41,75,0,11,3,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
327,Doja Cat ,Ain't Shit,356,39,4,0,1413486,145660715,Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,Not Found
251,The Walters ,I Love You So,431,38,7,0,683985,174547021,I Love You So,The Walters,1,2014,11,28,7536,7,972164968,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
415,OneRepublic ,I Ain't Worried,206,36,6,0,847839,122488638,I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,332,140,,Major,71,82,81,11,0,6,5,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
300,Olivia Rodrigo ,favorite crime,384,32,4,0,1886343,156762362,favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
698,David Guetta ,I'm Good (Blue),124,32,8,0,846229,75294822,I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,727,128,G,Minor,56,38,97,4,0,35,4,Not Found
643,Taylor Swift ,Lavender Haze,68,31,2,(x14),7644139,83226296,Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
181,Billie Eilish ,Happier Than Ever,459,30,3,(x12),1688659,207031225,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e
284,Giveon ,HEARTBREAK ANNIVERSARY,371,30,8,0,950623,162181516,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5,https://i.scdn.co/image/ab67616d0000b2733317fc12f8b9a9a0b8459766
664,Taylor Swift ,Midnight Rain,68,30,3,(x14),5987889,79514355,Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,19,29,21,0,0,140,,Major,64,18,37,72,0,12,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
299,The Chainsmokers ,Something Just Like This,364,29,2,(x2),1478265,156839599,Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94
334,Harry Styles ,Late Night Talking,219,29,2,(x10),3721821,144096811,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
418,Doja Cat ,Vegas (From the Original Motion Picture Soundtrack ELVIS),234,29,7,0,922178,121176458,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f
478,Olivia Rodrigo ,happier,228,29,5,0,2279399,109009363,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
155,Doja Cat ,Woman,489,26,7,0,864796,232370353,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
226,Ariana Grande ,Santa Tell Me,348,26,5,0,2847060,182490361,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c
727,Taylor Swift ,Maroon,67,26,3,(x1),6847851,72491704,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1593,Bad Bunny ,Dakiti,28,26,1,(x1),1205178,28652215,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8
647,Bruno Mars ,Smokin Out The Window,167,25,1,(x3),1963589,82228168,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86
523,Taylor Swift ,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),205,24,1,(x9),3490740,100920020,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d
123,Tones And I ,Dance Monkey,539,23,6,0,1022885,256274759,Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,,98,F#,Minor,82,54,59,69,0,18,10,https://i.scdn.co/image/ab67616d0000b273c6f7af36ecdc3ed6e0a1f169
290,Lil Nas X ,THATS WHAT I WANT,358,23,2,(x1),1896424,160369392,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
987,Jack Harlow ,Nail Tech,110,23,2,(x2),1135997,52488297,Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,https://i.scdn.co/image/ab67616d0000b273ddd85c9c585e663fc5431c2a
220,The Weeknd ,Call Out My Name,471,21,1,(x6),3490888,185191010,Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
399,THE ANXIETY ,Meet Me At Our Spot,281,21,8,0,852099,126861687,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71
767,Taylor Swift ,Karma,67,21,4,0,5182717,68987192,Karma,Taylor Swift,1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,G#,Major,64,10,62,7,0,48,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
786,Taylor Swift ,Lover,129,21,1,(x7),2639428,67263883,Lover,Taylor Swift,1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,G,Major,43,50,55,50,0,15,10,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
1235,Metro Boomin ,Creepin',27,21,1,(x6),2132501,40029650,Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,C#,Minor,71,17,61,36,0,8,5,https://i.scdn.co/image/ab67616d0000b273703d523982199b2d1f2c77f5
323,Zach Bryan ,Something in the Orange,251,20,4,0,992100,146934063,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
389,NEIKED ,Better Days (NEIKED x Mae Muller x Polo G),321,20,6,0,883029,129400161,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf
111,Harry Styles ,Adore You,633,18,1,(x1),1809594,264055553,Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
776,Taylor Swift ,"You're On Your Own, Kid",67,18,5,0,6074375,68091952,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058
811,Taylor Swift ,Bejeweled,67,18,8,0,5096200,64685828,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
825,Lil Uzi Vert ,Just Wanna Rock,73,18,5,0,1030822,64099524,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f
1029,SZA ,Kill Bill,20,18,1,(x16),2976280,49884805,Kill Bill,SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,187,89,G#,Major,64,43,73,5,17,16,4,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
293,Maroon 5 ,Memories,372,17,6,0,1118361,159686092,Memories,Maroon 5,1,2019,9,20,9974,2,1759567999,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631
333,Bing Crosby ,White Christmas,280,17,1,(x1),2836396,144606354,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4
372,Bad Bunny ,Efecto,236,16,9,0,1315548,134743830,Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
922,The Weeknd ,After Hours,102,16,2,(x7),2309285,57062099,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996
773,Taylor Swift ,cardigan,152,15,1,(x6),3937822,68550662,cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557,106,112,142,4,215,130,,Minor,61,53,58,55,0,27,4,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
375,Bad Bunny ,Yonaguni,347,14,3,(x2),1727530,133665412,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9
384,BTS ,Dynamite,332,14,3,(x3),1824254,131917493,Dynamite,BTS,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5
867,Harry Styles ,Matilda,142,14,3,(x4),2881699,60459436,Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
912,Harry Styles ,Music For a Sushi Restaurant,114,14,3,(x3),3399921,57916775,Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
166,Conan Gray ,Heather,647,13,8,0,888848,222474626,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
331,Doja Cat ,You Right,386,13,4,0,1574035,144688259,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
620,SZA ,I Hate U,175,13,1,(x6),1615102,85718549,I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
1001,Harry Styles ,Daylight,113,13,5,0,2833429,51560617,,,,,,,,,,,,,,,,,,,,,,,,,
245,Sleepy Hallow ,2055,454,12,7,0,826350,176244822,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1
1144,Drake ,Major Distribution,53,12,2,(x4),4577550,43686889,Major Distribution,"Drake, 21 Savage",2,2022,11,4,1545,0,154863153,22,7,15,0,0,131,G#,Minor,91,23,55,1,0,7,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
